Speaker	sound name	Segment	Context	Prompt	Duration	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_10	y_10	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_20	y_20	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_30	y_30	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_40	y_40	x_41	y_41	x_42	y_42
test	  File237	l	initial	Mr. B. Leoni's from Colchester	0.0942	4.6058	3.9662	4.6958	4.3538	4.9816	4.5906	5.2141	4.8712	5.3342	5.2741	5.6815	5.4433	5.8117	5.874	6.0696	6.1666	6.3477	6.4431	6.5672	6.8345	6.7688	7.3054	6.9753	7.8356	7.2202	8.3681	7.5315	8.8235	7.8468	9.3675	8.2323	9.7961	8.6351	10.2849	9.1174	10.5116	9.6119	10.7488	10.1195	11.037	10.6515	11.2681	11.2012	11.3847	11.7589	11.4477	12.3194	11.453	12.8863	11.4583	13.4596	11.4505	14.0208	11.3561	14.5993	11.3023	15.1631	11.1752	15.748	11.0823	16.2818	10.8499	16.7925	10.5707	17.1198	9.9792	17.3922	9.3616	17.7115	8.8679	18.0723	8.4593	18.3972	8.0226	18.7443	7.6254	*	*	*	*	*	*	*	*
test	  File211	l	initial	Mr. B. Leoni's from Colchester	0.0637	4.4288	4.0947	4.5981	4.4319	4.7468	4.7966	4.9512	5.1242	5.1661	5.4513	5.4347	5.729	5.6845	6.0357	5.9422	6.3448	6.2096	6.6564	6.4633	7.0124	6.7328	7.3741	6.9415	7.9082	7.2202	8.3681	7.5497	8.7729	7.874	9.279	8.2256	9.8221	8.6604	10.1641	9.1174	10.5116	9.5923	10.9183	10.1195	11.037	10.6489	11.3825	11.2051	11.5577	11.7746	11.6753	12.3512	11.7284	12.942	11.8018	13.5219	11.7477	14.0798	11.5844	14.6153	11.3544	15.1631	11.1752	15.6307	10.7975	16.1518	10.5713	16.6144	10.2309	17.016	9.8014	17.4013	9.3757	17.719	8.8784	18.1221	8.5225	18.3972	8.0226	18.6614	7.5379	18.9119	7.0617	*	*	*	*	*	*
test	  File184	l	initial	Mr. B. Leoni's from Colchester	0.0949	6.1667	2.8321	5.7321	3.5255	5.7681	3.9004	5.531	4.5662	5.4865	5.1133	5.4195	5.7465	5.3171	6.5027	5.2569	7.3035	5.4995	7.753	5.7434	8.2447	6.0076	8.7577	6.3806	9.1095	6.8067	9.3716	7.2273	9.6705	7.6689	9.945	8.1225	10.2211	8.6142	10.3845	9.1129	10.5394	9.6231	10.6516	10.139	10.7546	10.662	10.8119	11.1906	10.9237	11.7304	11.0352	12.277	11.0855	12.8271	11.0937	13.3737	11.0413	13.8735	10.7861	14.4295	10.7513	15.0066	10.7393	15.5534	10.6098	16.1038	10.4687	16.5755	10.1565	17.0527	9.8644	17.4532	9.4558	17.8281	9.031	18.2869	8.7319	18.6291	8.291	18.9386	7.8304	*	*	*	*	*	*	*	*
test	  File181	l	fPreV_internal	I sent Neil innocuous pleas  	0.2077	*	*	*	*	*	*	*	*	*	*	5.3702	5.8036	5.4361	6.3514	5.4992	6.9645	5.7004	7.4427	5.9611	7.8721	6.2413	8.3119	6.5531	8.7402	6.9243	9.0863	7.2102	9.7181	7.5542	10.3174	7.9471	10.8997	8.4244	11.2885	8.9296	11.6685	9.4692	11.9847	10.0355	12.2537	10.6238	12.4726	11.2261	12.4715	11.8223	12.3668	12.4133	12.2662	12.9822	12.0493	13.5204	11.7402	14.0228	11.3638	14.4793	10.913	14.869	10.3561	15.2051	9.7645	15.5363	9.2528	15.9308	8.9265	16.293	8.5639	16.6945	8.2842	17.0247	7.9071	17.3775	7.5761	17.7105	7.2279	18.0508	6.8936	18.3067	6.4792	18.5794	6.092	18.8228	5.6875	*	*
test	  File272	l	final	Mr Neil	0.2048	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.2748	7.2785	5.5152	7.7287	5.7534	8.2277	6.0076	8.7577	6.3111	9.2585	6.6669	9.7111	7.1007	10.0231	7.4545	10.6408	7.9698	10.812	8.4374	11.2266	8.9394	11.608	9.4983	11.7328	10.0465	12.0938	10.6288	12.2575	11.2201	12.2075	11.8076	12.1537	12.3706	11.8966	12.9399	11.7886	13.4858	11.5755	14.0324	11.4008	14.5883	11.2668	15.121	11.0578	15.6443	10.8306	16.134	10.5333	16.5963	10.1964	17.0022	9.7778	17.3656	9.3205	17.5748	8.6766	17.7441	8.042	17.9081	7.4566	18.1805	7.0305	*	*	*	*	*	*	*	*
test	  File194	l	final	Mr Neil	0.1787	*	*	*	*	*	*	*	*	*	*	5.0208	6.2079	5.0901	6.7912	5.3581	7.1619	5.5554	7.6667	5.8465	8.0682	6.2068	8.3778	6.3822	9.1061	6.7158	9.5924	7.0325	10.2127	7.4198	10.7536	7.8497	11.2768	8.3253	11.7609	8.8703	12.0338	9.438	12.2548	10.0318	12.307	10.6275	12.3111	11.2237	12.3654	11.8223	12.3668	12.4133	12.2662	12.9836	12.058	13.5204	11.7402	14.0194	11.3507	14.5037	10.9921	14.8922	10.4208	15.2506	9.875	15.6291	9.4517	16.0293	9.1145	16.4504	8.8334	16.7994	8.4462	17.1551	8.0896	17.5114	7.7463	17.8587	7.3994	18.207	7.0584	18.5249	6.6892	*	*	*	*	*	*
test	  File170	l	fPreV_phrase	"Neil, ingest the pie"	0.1614	5.8454	3.0655	5.8951	3.3953	5.8816	3.8008	5.6921	4.4112	5.0979	5.5234	4.7514	6.5198	4.8316	7.1197	4.9346	7.7543	5.2176	8.1883	5.4889	8.6805	5.8399	9.0779	6.1988	9.499	6.606	9.8589	6.9984	10.3077	7.5148	10.4452	7.9179	11.0129	8.4199	11.3101	8.9479	11.5558	9.4875	11.8261	10.05	12.044	10.6337	12.0435	11.2151	11.9898	11.7887	11.8801	12.3577	11.7846	12.9145	11.6323	13.4274	11.2975	13.8994	10.8863	14.3495	10.4917	14.7484	10.0204	15.122	9.5628	15.435	9.0359	15.7642	8.6086	16.1355	8.2943	16.5176	8.011	16.9644	7.8228	17.3353	7.5225	17.6706	7.1817	17.9583	6.796	*	*	18.4355	5.9658	*	*	*	*
test	  File178	l	fPreS	Mr Neil Banana's from Manchester	0.1143	*	*	*	*	*	*	*	*	*	*	5.3702	5.8036	5.1718	6.6872	5.1625	7.4355	5.4505	7.8286	5.8037	8.1415	6.0746	8.63	6.3506	9.1738	6.6858	9.6652	7.0836	10.0705	7.4742	10.577	7.9179	11.0129	8.4137	11.3398	8.9479	11.5558	9.4936	11.7733	10.0576	11.9339	10.6362	11.9365	11.2115	11.8331	11.7742	11.6704	12.3272	11.5207	12.8694	11.3543	13.3868	11.1036	13.8735	10.7861	14.374	10.571	14.8798	10.3863	15.3871	10.2063	15.8411	9.9058	16.308	9.6463	16.7845	9.4052	17.2191	9.0942	17.6977	8.8486	18.1214	8.5216	18.504	8.1462	18.8597	7.7471	19.2084	7.3471	19.5293	6.9256	*	*	*	*
test	  File193	l	final	Mr Peale	0.1819	*	*	*	*	*	*	5.4195	4.6735	5.3062	5.3036	5.1763	6.028	5.2555	6.5809	5.2894	7.258	5.3543	7.9771	5.5454	8.5838	5.8062	9.142	6.0881	9.7362	6.4695	10.1902	6.9241	10.5146	7.3594	10.9495	7.8464	11.2896	8.3706	11.5451	8.9268	11.6858	9.4821	11.8732	10.0502	12.0405	10.6325	12.097	11.22	12.2061	11.815	12.2602	12.3889	12.055	12.9104	11.6067	13.3669	11.0092	13.8471	10.684	14.3253	10.413	14.8165	10.2101	15.2917	9.9748	15.7604	9.733	16.1854	9.4122	16.6271	9.1357	17.0739	8.87	17.6616	8.798	18.0394	8.4174	18.3364	7.9523	18.6515	7.5274	18.9335	7.0824	19.2415	6.673	*	*	*	*
test	  File167	l	final	Mr Neil	0.1579	*	*	*	*	*	*	*	*	5.1489	5.4696	5.3508	5.826	5.4675	6.3115	5.5681	6.8682	5.8068	7.2785	5.9575	7.8783	6.1857	8.418	6.3521	9.1707	6.5948	9.8859	6.9522	10.4364	7.4047	10.8025	7.8497	11.2768	8.3876	11.4638	8.9367	11.6249	9.5004	11.7146	10.0688	11.7706	10.6386	11.8295	11.2114	11.8316	11.7745	11.6743	12.3021	11.3031	12.8017	10.9374	13.2854	10.6206	13.7208	10.1952	14.09	9.6492	14.4732	9.2543	14.8115	8.8089	15.2228	8.5813	15.6634	8.4162	16.0753	8.1913	16.4604	7.9226	16.8255	7.6286	17.1547	7.293	17.4866	6.9688	17.7905	6.619	18.0898	6.2705	18.4164	5.949	18.6858	5.578	*	*
test	  File207	l	fPreV_phrase	"Seal, enjoy the ride"	0.1867	*	*	*	*	*	*	5.1222	4.9597	5.1203	5.4997	5.1195	6.0937	5.1516	6.713	5.2748	7.2785	5.5397	7.6909	5.73	8.2677	6.0297	8.7157	6.3506	9.1738	6.6858	9.6652	6.9924	10.3246	7.3745	10.9005	7.7974	11.4793	8.2624	12.0603	8.8408	12.2157	9.4366	12.2672	10.0281	12.3603	10.6262	12.3683	11.2262	12.475	11.8113	12.2069	12.3889	12.055	12.9385	11.78	13.4751	11.5243	13.9935	11.2503	14.4388	10.7815	14.8396	10.2745	15.1863	9.7189	15.4856	9.1444	15.8636	8.7983	16.2422	8.4769	16.6702	8.2467	17.0499	7.9424	17.3925	7.5952	17.7105	7.2279	17.9467	6.7838	18.1422	6.3209	*	*	*	*	*	*
test	  File245	l	final	Mr Peale	0.1756	*	*	*	*	*	*	5.8313	4.2773	5.9831	4.5894	6.0223	5.0489	5.8802	5.7869	5.8937	6.4127	6.0082	6.9674	6.0214	7.7688	6.2519	8.2916	6.2906	9.3025	6.5338	10.0341	6.884	10.6263	7.3803	10.8816	7.8074	11.4403	8.3145	11.8122	8.8618	12.0861	9.4387	12.249	10.0276	12.3673	10.6251	12.4181	11.2262	12.475	11.8079	12.1575	12.3638	11.8374	12.8779	11.4064	13.3714	11.0303	13.8537	10.7096	14.3091	10.3605	14.7593	10.0508	15.2351	9.8371	15.7003	9.6042	16.1519	9.3483	16.5902	9.0725	16.9862	8.7346	17.3359	8.3425	17.7028	7.9896	18.0332	7.6013	18.3632	7.2233	18.5527	6.716	*	*	*	*	*	*
test	  File220	l	final	Mr Neil	0.1891	*	*	*	*	*	*	*	*	*	*	5.3929	5.7774	5.5551	6.2001	5.6981	6.6862	5.8228	7.2538	5.9205	7.9416	6.1293	8.5257	6.4232	9.0184	6.6436	9.7676	6.9753	10.372	7.3594	10.9495	7.8367	11.3271	8.3361	11.7096	8.8703	12.0338	9.4441	12.202	10.0244	12.4136	10.6238	12.4726	11.2249	12.4189	11.826	12.42	12.4241	12.3596	12.9978	12.1452	13.492	11.6052	13.9609	11.1241	14.4597	10.8492	14.9139	10.4812	15.3561	10.131	15.7209	9.6483	16.0963	9.2423	16.493	8.9062	16.9461	8.6726	17.2636	8.2414	17.6304	7.8975	17.9344	7.487	*	*	*	*	*	*	*	*	*	*
test	  File197	l	fPreV_phrase	"Neil, ingest the pie"	0.1627	*	*	5.1966	3.9535	5.0903	4.4952	5.067	5.0128	5.0432	5.581	5.0208	6.2079	5.198	6.654	5.3436	7.1822	5.5799	7.6288	5.9108	7.9582	6.2184	8.3556	6.5737	8.6961	6.8676	9.2239	7.153	9.8774	7.5089	10.4643	7.9146	11.0257	8.3814	11.4938	8.914	11.7646	9.4746	11.9378	10.0502	12.0405	10.6312	12.1528	11.2188	12.154	11.8079	12.1575	12.3929	12.0895	12.9554	11.8843	13.505	11.6672	14.0228	11.3638	14.4088	10.684	14.8056	10.1796	15.1408	9.6084	15.5363	9.2528	15.9527	8.9684	16.3627	8.6832	16.7994	8.4462	17.1803	8.1248	17.4909	7.7202	17.7862	7.3155	17.9987	6.8387	18.2522	6.4267	18.4164	5.949	*	*	*	*
test	  File271	l	final	Mr Peale	0.1555	*	*	*	*	*	*	*	*	*	*	*	*	5.2706	6.5617	5.3763	7.1364	5.5483	7.6776	5.6795	8.3541	5.8523	9.0541	6.1276	9.6515	6.4318	10.2816	6.8424	10.742	7.2749	11.2239	7.7489	11.6668	8.2692	12.028	8.8534	12.1383	9.438	12.2548	10.0281	12.3603	10.6251	12.4191	11.2225	12.3131	11.8189	12.3173	12.4125	12.2599	12.9752	12.0059	13.5204	11.7402	14.0228	11.3638	14.5338	11.0898	15.0236	10.7866	15.519	10.5264	16.0546	10.3631	16.4517	9.9205	16.8915	9.5884	17.2607	9.1585	17.5603	8.6563	17.9668	8.3251	18.215	7.8117	18.4181	7.2812	*	*	*	*	*	*	*	*
test	  File246	l	final	Mr Neil	0.1666	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.0468	7.5974	5.3225	8.0263	5.6056	8.4806	5.951	8.8659	6.3015	9.2791	6.6891	9.6571	7.0787	10.0842	7.4892	10.5281	7.9309	10.9626	8.4114	11.3504	8.914	11.7646	9.4617	12.0496	10.0352	12.2571	10.6251	12.4181	11.225	12.4201	11.8189	12.3173	12.3943	12.1015	12.9371	11.7716	13.4428	11.3707	13.9287	10.9998	14.4088	10.684	14.8922	10.4208	15.3793	10.1872	15.8098	9.8388	16.2189	9.4762	16.5668	9.0325	16.9446	8.6704	17.3794	8.4034	17.8164	8.134	*	*	*	*	*	*	*	*	*	*	*	*
test	  File289	l	initial	Mr. B. Leoni's from Colchester	0.0648	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	6.3303	8.1421	6.6243	8.5877	6.9963	8.9115	7.3818	9.2402	7.8032	9.5088	8.2232	9.8312	8.6855	10.0449	9.1566	10.2702	9.6367	10.5343	10.1427	10.7013	10.6608	10.8654	11.1905	10.9221	11.7377	11.1417	12.3014	11.2968	12.8779	11.4064	13.4751	11.5243	14.0583	11.5013	14.6485	11.4622	15.2632	11.4539	15.9094	11.4741	16.5088	11.3362	17.0535	11.0686	17.5388	10.6964	17.9216	10.1791	18.295	9.6841	18.6642	9.2116	18.9255	8.634	19.3015	8.2133	19.6702	7.7915	*	*	*	*	*	*
test	  File210	l	initial	Mr. Bee Linoleum's from Manchester	0.0826	*	*	*	*	*	*	*	*	5.525	5.0727	5.5159	5.635	5.458	6.3235	5.4082	7.0918	5.666	7.4958	5.8196	8.1144	6.0339	8.7076	6.3686	9.1353	6.8114	9.3602	7.2388	9.6385	7.6758	9.9226	8.1666	10.0504	8.6442	10.2415	9.1264	10.4558	9.6184	10.6923	10.1234	10.98	10.6555	11.0965	11.1959	11.156	11.751	11.3339	12.3064	11.3402	12.8576	11.2818	13.3906	11.1221	13.9305	11.0064	14.4235	10.7316	14.9435	10.5636	15.4647	10.3947	15.9791	10.2015	16.4598	9.9358	16.8082	9.4458	17.1341	8.9631	17.4718	8.5326	17.8735	8.2066	18.2142	7.8109	18.5774	7.4492	19.0299	7.1753	*	*	*	*	*	*
test	  File180	l	fPreV_phrase	"Seal, enjoy the ride"	0.1519	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.3436	7.1822	5.5956	7.6046	5.8874	7.9982	6.1743	8.4397	6.523	8.8045	6.9165	9.1051	7.2674	9.5588	7.6734	9.9302	8.0868	10.3591	8.5603	10.641	9.0424	10.9735	9.5377	11.3916	10.0688	11.7706	10.6398	11.7783	11.2077	11.6688	11.7777	11.7202	12.3455	11.679	12.923	11.6844	13.4989	11.6378	14.0357	11.4139	14.4736	10.8945	14.886	10.4035	15.2318	9.8293	15.6086	9.4077	15.9747	9.0103	16.3764	8.7067	16.7994	8.4462	17.2238	8.1856	17.5579	7.8055	17.8356	7.3727	18.1549	7.0035	18.4436	6.611	18.6739	6.1749	*	*	*	*
test	  File219	l	final	Mr Peale	0.1611	*	*	*	*	*	*	5.667	4.4354	5.4596	5.1417	5.4422	5.7203	5.4825	6.2923	5.4558	7.0252	5.5152	7.7287	5.6463	8.411	5.8523	9.0541	6.1276	9.6515	6.4883	10.1445	6.912	10.5483	7.3594	10.9495	7.8367	11.3271	8.3554	11.6176	8.8886	11.9213	9.4624	12.0435	10.0494	12.0517	10.6324	12.1008	11.2176	12.1005	11.7969	11.9978	12.3631	11.8312	12.9061	11.5802	13.4274	11.2975	13.9253	10.9865	14.4088	10.684	14.8922	10.4208	15.3416	10.0958	15.7796	9.7742	16.2422	9.5206	16.6681	9.206	17.0496	8.8324	17.4916	8.5603	17.8629	8.1931	18.2308	7.83	18.5715	7.443	*	*	*	*	*	*	*	*
test	  File166	l	final	Mr Peale	0.1514	3.2214	4.9719	3.4596	5.3419	3.6599	5.7505	3.8648	6.1698	4.1583	6.5147	4.6067	6.6872	4.8057	7.1526	5.17	7.425	5.4593	7.8151	5.73	8.2677	5.9856	8.7999	6.2304	9.4314	6.576	9.9318	6.9692	10.389	7.4348	10.7047	7.8627	11.2266	8.3468	11.6582	8.8859	11.9378	9.4563	12.0963	10.0457	12.1049	10.6312	12.1505	11.22	12.2061	11.8042	12.1043	12.3767	11.9494	12.9046	11.5715	13.4082	11.206	13.896	10.8731	14.359	10.5222	14.7948	10.1496	15.1408	9.6084	15.4759	9.1235	15.808	8.6923	16.219	8.4371	16.5896	8.1222	16.9995	7.8719	17.3719	7.569	17.7599	7.2851	18.0763	6.9206	18.417	6.5854	18.5604	6.0754	*	*	*	*
test	  File183	l	initial	Mr. Bee Linoleum's from Manchester	0.1123	*	*	5.7776	3.4892	5.6857	3.9727	5.6525	4.4494	5.751	4.8342	5.6741	5.4519	5.7124	6.0002	5.6753	6.7182	5.8117	7.2709	5.9772	7.8446	6.1763	8.4359	6.4868	8.882	6.8883	9.1735	7.2817	9.519	7.708	9.8178	8.1492	10.1177	8.6005	10.4496	9.0888	10.6877	9.5989	10.8618	10.1195	11.037	10.6528	11.2109	11.1986	11.2719	11.7471	11.277	12.2983	11.2702	12.8396	11.1705	13.3652	11.0008	13.8714	10.7781	14.3863	10.6108	14.8757	10.3748	15.3628	10.1472	15.8594	9.9451	16.3051	9.6408	16.719	9.293	17.142	8.9752	17.4718	8.5326	17.8458	8.1714	18.1861	7.7783	18.5217	7.3905	*	*	*	*	*	*	*	*
test	  File171	l	fPreV_internal	I sent Neil interesting emails	0.1245	*	*	*	*	5.4275	4.1992	5.421	4.6721	5.3824	5.2232	5.3702	5.8036	5.3896	6.4105	5.3691	7.1466	5.3858	7.9286	5.5492	8.5773	5.7412	9.2661	6.0058	9.9124	6.3374	10.5108	6.7525	10.9925	7.2447	11.3219	7.8041	11.4531	8.3468	11.6582	8.9225	11.7124	9.4997	11.7204	10.0725	11.7173	10.6411	11.7224	11.2065	11.6191	11.7635	11.5145	12.3061	11.3379	12.8582	11.2853	13.3669	11.0092	13.8341	10.6337	14.3253	10.413	14.7934	10.1458	15.1973	9.7456	15.5991	9.3874	16.0187	9.0942	16.4463	8.8262	16.8323	8.497	17.2673	8.2465	17.6563	7.9305	18.0366	7.6053	18.4433	7.3077	18.8513	7.0034	19.1241	6.5701	19.3846	6.1365	*	*
test	  File284	l	fPreC	Mr Peale Banana's from Manchester	0.1238	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	6.3206	9.2381	6.6781	9.6839	7.1007	10.0231	7.5089	10.4643	7.9698	10.812	8.4482	11.1753	8.9492	11.5477	9.4821	11.8732	10.0502	12.0405	10.6325	12.097	11.2176	12.0991	11.8039	12.1004	12.3943	12.1015	12.9907	12.1014	13.5549	11.9049	14.1073	11.6909	14.5987	11.3004	15.104	11.0105	15.58	10.6745	16.0641	10.3835	16.5083	10.0283	17.0295	9.8245	17.4618	9.4689	17.7992	8.9906	18.2049	8.6277	18.5377	8.1852	18.9118	7.8021	*	*	*	*	*	*	*	*
test	  File260	l	fPreV_internal	I sent Neil innocuous pleas  	0.1538	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.2162	8.1905	5.5357	8.6004	5.885	8.9917	6.27	9.3465	6.6326	9.7943	6.9813	10.3553	7.4092	10.7877	7.9146	11.0257	8.4007	11.4017	8.9309	11.6602	9.4875	11.8261	10.0652	11.824	10.6386	11.8295	11.2115	11.8331	11.7785	11.7315	12.3143	11.4087	12.8003	10.9286	13.2508	10.4558	13.6786	10.0316	14.1596	9.8752	14.5768	9.5426	15.031	9.3419	15.4856	9.1444	15.9527	8.9684	16.4366	8.8098	16.9446	8.6704	17.3359	8.3425	17.6975	7.9829	18.0137	7.5788	18.2326	7.0854	18.3891	6.5585	*	*	*	*	*	*
test	  File236	l	initial	Mr. Bee Linoleum's from Manchester	0.1368	*	*	*	*	*	*	*	*	5.4694	5.1314	5.4061	5.762	5.4301	6.359	5.5281	6.9241	5.8117	7.2709	6.1705	7.5137	6.5326	7.7562	6.8672	8.0674	7.123	8.6038	7.4469	9.0592	7.7984	9.5246	8.1978	9.9295	8.612	10.3947	9.0888	10.6877	9.5989	10.8618	10.1232	10.9838	10.6528	11.2109	11.2025	11.4434	11.7785	11.7322	12.3504	11.7219	12.9224	11.681	13.4965	11.6264	14.0485	11.4631	14.6103	11.3381	15.1268	11.0741	15.6307	10.7975	16.1195	10.5023	16.5191	10.0491	16.9019	9.6062	17.2371	9.122	17.6651	8.8029	18.1	8.4944	18.4781	8.1163	18.9112	7.8015	*	*	*	*	*	*	*	*
test	  File211	l	initial	Mr. B. Leoni's from Colchester	0.063	4.4288	4.0947	4.5981	4.4319	4.7468	4.7966	4.9512	5.1242	5.1661	5.4513	5.4347	5.729	5.6845	6.0357	5.9422	6.3448	6.2096	6.6564	6.4633	7.0124	6.7328	7.3741	6.9415	7.9082	7.2202	8.3681	7.5497	8.7729	7.874	9.279	8.2256	9.8221	8.6604	10.1641	9.1174	10.5116	9.5923	10.9183	10.1195	11.037	10.6489	11.3825	11.2051	11.5577	11.7746	11.6753	12.3512	11.7284	12.942	11.8018	13.5219	11.7477	14.0798	11.5844	14.6153	11.3544	15.1631	11.1752	15.6307	10.7975	16.1518	10.5713	16.6144	10.2309	17.016	9.8014	17.4013	9.3757	17.719	8.8784	18.1221	8.5225	18.3972	8.0226	18.6614	7.5379	18.9119	7.0617	*	*	*	*	*	*
test	  File174	l	morpheme-boundary	She's heal-ing apes	0.1129	*	*	*	*	*	*	5.6946	4.4088	5.4596	5.1417	5.2942	5.8916	5.2183	6.6282	5.387	7.1215	5.7004	7.4427	6.0817	7.6657	6.5077	7.8036	6.8979	8.0016	7.2803	8.2221	7.6739	8.427	8.0327	8.7639	8.3986	9.1526	8.7976	9.5107	9.2185	9.8885	9.6794	10.1641	10.1645	10.385	10.6657	10.6522	11.1856	10.7081	11.7154	10.8182	12.2587	10.9271	12.7989	10.92	13.3284	10.8254	13.8571	10.7227	14.3693	10.5557	14.8628	10.3389	15.3981	10.2329	15.8604	9.9473	16.2977	9.6266	16.6913	9.2457	17.1142	8.9322	17.4481	8.4994	17.9095	8.2522	18.3065	7.9176	18.6756	7.5529	19.0448	7.1896	19.4726	6.8758	19.7762	6.4495	*	*
test	  File263	l	initial	Mr. B. Leoni's from Colchester	0.0775	*	*	4.9192	4.1753	5.1073	4.4803	5.2141	4.8712	5.3887	5.2165	5.6287	5.5044	5.7457	5.9579	5.9767	6.2967	6.1235	6.7894	6.3199	7.258	6.4954	7.8271	6.6508	8.5309	6.8635	9.2337	7.1829	9.7941	7.6559	9.987	8.1492	10.1177	8.6835	10.0543	9.1731	10.1681	9.6495	10.4234	10.1552	10.5208	10.6633	10.7544	11.1946	11.0988	11.7664	11.5574	12.383	12.0044	13.0205	12.2853	13.6345	12.284	14.2183	12.1203	14.8765	12.2024	15.4573	11.9941	16.043	11.7983	16.6283	11.5921	17.0165	10.9981	17.313	10.3098	17.7116	9.8547	18.218	9.5763	18.5254	9.035	18.8794	8.5807	*	*	*	*	*	*	*	*	*	*
test	  File259	l	fPreV_phrase	"Seal, enjoy the ride"	0.1178	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.6328	8.434	5.8744	9.0119	6.2399	9.4109	6.6479	9.757	7.0787	10.0842	7.5089	10.4643	7.9894	10.7363	8.4719	11.0622	8.9916	11.2866	9.5187	11.556	10.076	11.6674	10.6423	11.6689	11.2089	11.7233	11.7782	11.7275	12.3448	11.6727	12.8921	11.4942	13.4338	11.3277	13.9446	11.0611	14.389	10.6198	14.8458	10.2915	15.2961	9.9854	15.7592	9.7304	16.1866	9.4146	16.5941	9.0793	17.0092	8.7702	17.3359	8.3425	17.6304	7.8975	17.885	7.4298	18.1549	7.0035	*	*	*	*	*	*	*	*
test	  File208	l	fPreV_internal	I sent Neil innocuous pleas  	0.1424	*	*	*	*	*	*	4.1128	5.9311	4.2607	6.4067	4.4515	6.8669	4.6551	7.344	4.8768	7.8351	5.176	8.2525	5.5123	8.6404	5.841	9.0758	6.1893	9.5194	6.5948	9.8859	7.0496	10.1653	7.5043	10.4791	7.9731	10.7992	8.4482	11.1753	8.9648	11.4515	9.5065	11.6617	10.0649	11.8273	10.6361	11.9388	11.2139	11.94	11.7895	11.8913	12.3638	11.8374	12.93	11.7279	13.4966	11.6267	14.0194	11.3507	14.5037	10.9921	14.9834	10.6746	15.4326	10.3167	15.8604	9.9473	16.2977	9.6266	16.7516	9.3488	17.1545	8.9944	17.5603	8.6563	17.9353	8.2851	18.3065	7.9176	18.5715	7.443	*	*	*	*	*	*	*	*
test	  File249	l	fPreV_phrase	"Neil, ingest the pie"	0.1094	*	*	*	*	*	*	5.6131	4.4872	5.6174	4.9752	5.4915	5.6632	5.3838	6.4179	5.5066	6.9541	5.7004	7.4427	5.9243	7.9351	6.2299	8.3337	6.5531	8.7402	6.8865	9.178	7.1701	9.8298	7.5194	10.4302	7.8886	11.1261	8.3899	11.453	8.9268	11.6858	9.4821	11.8732	10.0576	11.9339	10.6348	11.9938	11.2188	12.154	11.8005	12.051	12.3889	12.055	12.9752	12.0059	13.5396	11.8317	14.0944	11.6408	14.6439	11.4471	15.1318	11.0879	15.6255	10.7849	16.0834	10.4249	16.5418	10.0924	16.9788	9.7379	17.3886	9.356	17.7159	8.8741	18.0337	8.4102	18.2834	7.891	18.3632	7.2233	18.4715	6.6379	*	*	*	*	*	*
test	  File186	l	suffix	The hive is bee-less	0.0607	*	*	*	*	5.0301	4.548	4.9856	5.0912	5.0163	5.6095	5.1195	6.0937	5.2183	6.6282	5.4198	7.0756	5.6603	7.5047	5.9243	7.9351	6.2634	8.2698	6.6954	8.4352	7.1061	8.6449	7.4732	8.9859	7.8682	9.2981	8.3011	9.5298	8.707	9.9422	9.1664	10.2099	9.6299	10.5929	10.1351	10.8113	10.6558	11.0814	11.2016	11.4051	11.7671	11.5677	12.3333	11.5735	12.9046	11.5715	13.4858	11.5755	14.078	11.5775	14.6231	11.3798	15.1782	11.217	15.7386	11.0595	16.2353	10.7502	16.7421	10.4745	17.1461	10.0242	17.4705	9.4825	17.8426	9.0513	18.2457	8.6796	18.6364	8.2994	19.1216	8.0235	19.6425	7.7648	20.063	7.394	*	*	*	*
