Speaker	sound name	Segment	Context	Prompt	Duration	x_1	y_1	x_2	y_2	x_3	y_3	x_4	y_4	x_5	y_5	x_6	y_6	x_7	y_7	x_8	y_8	x_9	y_9	x_10	y_10	x_11	y_11	x_12	y_12	x_13	y_13	x_14	y_14	x_15	y_15	x_16	y_16	x_17	y_17	x_18	y_18	x_19	y_19	x_20	y_20	x_21	y_21	x_22	y_22	x_23	y_23	x_24	y_24	x_25	y_25	x_26	y_26	x_27	y_27	x_28	y_28	x_29	y_29	x_30	y_30	x_31	y_31	x_32	y_32	x_33	y_33	x_34	y_34	x_35	y_35	x_36	y_36	x_37	y_37	x_38	y_38	x_39	y_39	x_40	y_40	x_41	y_41	x_42	y_42
test	  File188	l	foot-initial	Don't believe the hive	0.0759	*	*	*	*	4.9733	4.5978	5.0379	5.0408	5.0458	5.5783	4.8536	6.4014	4.8781	7.0606	4.9346	7.7543	5.1603	8.2767	5.4889	8.6805	5.9079	8.9481	6.3506	9.1738	6.7956	9.3987	7.2333	9.6539	7.7094	9.8134	8.181	9.9946	8.6509	10.2094	9.1311	10.4268	9.636	10.54	10.1353	10.8079	10.6608	10.8654	11.193	11.0291	11.7301	11.0312	12.2716	11.0391	12.8271	11.0937	13.3844	11.0925	13.9024	10.8977	14.4793	10.913	15.0113	10.7523	15.5424	10.5832	15.9725	10.1872	16.4852	9.9844	16.946	9.6817	17.3727	9.3314	17.723	8.884	18.1214	8.5216	18.4546	8.0891	18.7798	7.6628	19.1805	7.3201	*	*	*	*	*	*
test	  File278	l	morpheme-boundary	He's peel-ing grapes	0.0549	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.0832	7.5464	5.4103	7.8907	5.7669	8.2046	6.1408	8.5037	6.5341	8.7809	6.9243	9.0863	7.3356	9.3689	7.7383	9.7195	8.1907	9.9572	8.6294	10.3121	9.103	10.6	9.5872	10.9629	10.1128	11.1346	10.6509	11.2944	11.2053	11.5641	11.7785	11.7315	12.3889	12.055	12.9752	12.0059	13.5657	11.9561	14.1462	11.8413	14.673	11.5416	15.2122	11.3117	15.7541	11.0972	16.2353	10.7502	16.6646	10.3267	17.1499	10.0308	17.5825	9.6554	17.9585	9.2134	18.4988	9.0013	18.9518	8.6645	19.3791	8.2951	19.6992	7.8194	20.0666	7.3971	*	*	*	*
test	  File254	l	intervocalic	The helix  is curved	0.0522	5.7254	3.1527	*	*	*	*	*	*	*	*	*	*	6.022	5.6068	6.1895	5.999	6.3306	6.4697	6.5175	6.9197	6.7328	7.3741	6.9869	7.8108	7.2843	8.2125	7.586	8.6719	7.9061	9.1747	8.2498	9.7285	8.6647	10.1437	9.0949	10.65	9.5786	11.0375	10.1111	11.1586	10.6515	11.2681	11.2025	11.4419	11.7667	11.5615	12.352	11.735	12.9601	11.9131	13.5704	11.9784	14.1803	11.9734	14.7329	11.736	15.297	11.548	15.8972	11.4444	16.4879	11.2913	17.0659	11.0923	17.5998	10.8008	17.8667	10.0943	18.3379	9.744	18.7519	9.3229	*	*	*	*	*	*	*	*	*	*	*	*
test	  File232	l	fPreC	Mr Peale Banana's from Manchester	0.0536	*	*	*	*	*	*	*	*	5.5906	5.0035	5.2942	5.8916	5.2183	6.6282	5.1625	7.4355	5.2005	8.2147	5.559	8.5604	5.9186	8.9277	6.3015	9.2791	6.6669	9.7111	7.1128	9.9891	7.5587	10.3026	8.0023	10.686	8.4827	11.0108	9.0085	11.1822	9.5316	11.4445	10.0725	11.7173	10.6411	11.7224	11.2114	11.8316	11.7858	11.838	12.3455	11.679	12.9033	11.5629	13.4297	11.3084	13.9383	11.0366	14.4643	10.8641	14.9262	10.5154	15.3981	10.2329	15.8303	9.8826	16.2745	9.5822	16.7283	9.3091	17.2275	9.1072	17.629	8.7524	17.9353	8.2851	18.3065	7.9176	18.4673	7.3331	18.6877	6.8459	*	*	*	*	*	*
test	  File215	l	foot-initial	Don't believe the hive	0.0629	*	*	*	*	5.2907	4.3193	5.0401	5.0387	4.8601	5.7742	4.7968	6.4672	4.8467	7.1005	5.0832	7.5464	5.3456	7.9906	5.7165	8.2909	6.0967	8.5878	6.4629	8.9333	6.841	9.2883	7.2614	9.5756	7.7141	9.7982	8.1972	9.9317	8.6725	10.1067	9.1664	10.2099	9.6597	10.3347	10.1574	10.4881	10.6657	10.6534	11.1893	10.8686	11.734	11.0885	12.2953	11.244	12.8539	11.2588	13.419	11.2572	13.9609	11.1241	14.5037	10.9921	15.0344	10.8167	15.5612	10.6289	16.0328	10.3164	16.4527	9.9223	16.872	9.555	17.2594	9.1565	17.6725	8.8132	18.1008	8.4954	18.504	8.1462	18.9625	7.8556	19.3967	7.5283	19.8057	7.1682	*	*	*	*
test	  File241	l	foot-initial	Don't believe the hive	0.0568	*	*	*	*	*	*	*	*	*	*	4.8789	6.3721	4.8499	7.0965	5.0565	7.5838	5.2941	8.0701	5.6801	8.3531	6.0339	8.7076	6.3787	9.1137	6.771	9.4584	7.2205	9.6893	7.6758	9.9226	8.1214	10.2251	8.6005	10.4496	9.0964	10.6408	9.5858	10.9748	10.1153	11.0977	10.6515	11.2681	11.1999	11.3291	11.7589	11.4477	12.3259	11.5094	12.8953	11.514	13.4735	11.517	14.0623	11.5167	14.6586	11.4948	15.2309	11.3639	15.7882	11.1799	16.3037	10.8968	16.7566	10.5022	17.2633	10.2248	17.6855	9.8145	18.0981	9.4086	18.4756	8.9719	18.8757	8.5764	19.2747	8.185	19.6126	7.7361	*	*	*	*	*	*
test	  File240	l	foot-initial	Don't believe the hype	0.0564	*	*	*	*	*	*	*	*	*	*	5.3435	5.8345	5.3171	6.5027	5.3002	7.2428	5.4505	7.8286	5.8506	8.0614	6.2634	8.2698	6.6859	8.4556	7.1061	8.6449	7.4621	9.0166	7.8636	9.313	8.2848	9.593	8.7133	9.9123	9.1623	10.235	9.6238	10.6457	10.1314	10.8646	10.6583	10.9733	11.1954	11.1347	11.7411	11.191	12.3014	11.2968	12.8609	11.3022	13.4297	11.3084	14.0064	11.3005	14.5836	11.2515	15.1148	11.0405	15.6067	10.7393	16.1243	10.5125	16.6091	10.2207	17.0665	9.8879	17.4862	9.5067	17.8606	9.0764	18.1214	8.5216	18.504	8.1462	18.8839	7.7727	*	*	*	*	*	*	*	*
test	  File293	l	foot-initial	Don't believe the hive	0.0668	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	6.1169	8.5492	6.5207	8.8096	6.9407	9.0465	7.3415	9.3526	7.708	9.8178	8.1388	10.1579	8.6489	10.219	9.1446	10.3442	9.6518	10.4036	10.1552	10.5208	10.6647	10.6962	11.192	10.986	11.7431	11.2201	12.3186	11.4461	12.9134	11.6253	13.5105	11.693	14.1075	11.6915	14.7218	11.7002	15.3532	11.7043	15.9341	11.5339	16.4557	11.2223	16.9458	10.8632	17.3672	10.4026	17.7977	9.9876	18.1986	9.5492	18.6365	9.1762	18.9361	8.6463	19.3051	8.2171	19.639	7.7615	*	*	*	*	*	*
test	  File292	l	foot-initial	Don't believe the hype	0.0718	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.2569	7.3035	5.7004	7.4427	5.9108	7.9582	6.2413	8.3119	6.6052	8.6285	6.9886	8.9301	7.3989	9.1927	7.8229	9.4451	8.2362	9.7809	8.6833	10.0554	9.1396	10.3746	9.6238	10.6457	10.1351	10.8113	10.6571	11.0259	11.1967	11.1896	11.7488	11.3015	12.3014	11.2968	12.8694	11.3543	13.4428	11.3707	14.0324	11.4008	14.6335	11.4133	15.2354	11.3763	15.8562	11.3448	16.4485	11.207	16.9424	10.8566	17.3814	10.4269	17.7437	9.9043	18.0707	9.3703	18.3182	8.7717	18.6857	8.3565	19.12	8.0218	19.6434	7.7657	*	*	*	*	*	*
test	  File267	l	foot-initial	Don't believe the hive	0.051	*	*	*	*	*	*	*	*	*	*	*	*	*	*	5.3155	7.2215	5.6996	7.444	6.0416	7.7343	6.3902	8.0278	6.7151	8.3931	7.0745	8.7217	7.4587	9.0262	7.8516	9.3518	8.2707	9.6474	8.718	9.8898	9.1641	10.224	9.6518	10.4036	10.147	10.6383	10.6607	10.8678	11.1946	11.1004	11.7549	11.3908	12.3324	11.5658	12.9481	11.839	13.5679	11.9666	14.2044	12.0666	14.8394	12.0817	15.4311	11.9213	16.0631	11.8472	16.6064	11.5453	16.9571	10.8848	17.3484	10.3704	17.7208	9.869	18.1058	9.4194	18.6644	9.2117	*	*	*	*	*	*	*	*	*	*	*	*
